"ID","TABLE","FIELD","OLD_VALUE","NEO_VALUE","STATUS","FLAGS","NOTES"
"STZU.STLNR","STZU","STLNR","PP-PI#2:key=PK/FK|dt=CHAR|len=8","key=PK/FK|dt=CHAR|len=8|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=4 neo=4; key=""PK/FK"": OLD /object/STZU lists it as PK, /neo/tables/STZU lists it as PK+FK, /neo/object/STZU lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"STZU.STLAN","STZU","STLAN","PP-PI#2:key=-|dt=CHAR|len=1","key=-|dt=CHAR|len=1|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"STZU.AENNR","STZU","AENNR","PP-PI#2:key=FK|dt=CHAR|len=12","key=FK|dt=CHAR|len=12|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"T003O.AUART","T003O","AUART","PM#7:key=PK|dt=|len= ;; PP-PI#7:key=PK|dt=CHAR|len=4","key=PK|dt=CHAR|len=4|mods=PM+PP-PI","EXACT","—","table_fields old_union=5 neo=5; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"T003O.AUTYP","T003O","AUTYP","PM#7:key=-|dt=|len= ;; PP-PI#7:key=-|dt=NUMC|len=2","key=-|dt=NUMC|len=2|mods=PM+PP-PI","EXACT","—","table_fields old_union=5 neo=5; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"T003O.STSMA","T003O","STSMA","PM#7:key=FK|dt=|len= ;; PP-PI#7:key=FK|dt=CHAR|len=8","key=FK|dt=CHAR|len=8|mods=PM+PP-PI","EXACT","—","table_fields old_union=5 neo=5; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"T003O.NUMKR","T003O","NUMKR","PM#7:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=5 neo=5"
"T003O.NUMKI","T003O","NUMKI","PP-PI#7:key=-|dt=CHAR|len=2","key=-|dt=CHAR|len=2|mods=PP-PI","EXACT","—","table_fields old_union=5 neo=5"
"T006.MSEHI","T006","MSEHI","PP-PI#1:key=PK|dt=UNIT|len=3","key=PK|dt=UNIT|len=3|mods=PP-PI","EXACT","—","table_fields old_union=5 neo=5"
"T006.DIMID","T006","DIMID","PP-PI#1:key=FK|dt=CHAR|len=6","key=FK|dt=CHAR|len=6|mods=PP-PI","EXACT","—","table_fields old_union=5 neo=5"
"T006.ZAEHL","T006","ZAEHL","PP-PI#1:key=-|dt=DEC|len=5","key=-|dt=DEC|len=5|mods=PP-PI","EXACT","—","table_fields old_union=5 neo=5"
"T006.NENNR","T006","NENNR","PP-PI#1:key=-|dt=DEC|len=5","key=-|dt=DEC|len=5|mods=PP-PI","EXACT","—","table_fields old_union=5 neo=5"
"T006.DECAN","T006","DECAN","PP-PI#1:key=-|dt=NUMC|len=1","key=-|dt=NUMC|len=1|mods=PP-PI","EXACT","—","table_fields old_union=5 neo=5"
"T023.MATKL","T023","MATKL","PP-PI#7:key=PK|dt=CHAR|len=9","key=PK|dt=CHAR|len=9|mods=PP-PI","EXACT","—","table_fields old_union=2 neo=2"
"T023.BKLAS","T023","BKLAS","PP-PI#7:key=-|dt=CHAR|len=4","key=-|dt=CHAR|len=4|mods=PP-PI","EXACT","—","table_fields old_union=2 neo=2"
"T023T.MATKL","T023T","MATKL","PP-PI#7:key=PK/FK|dt=CHAR|len=9","key=PK/FK|dt=CHAR|len=9|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=3 neo=3; key=""PK/FK"": OLD /object/T023T lists it as PK, /neo/tables/T023T lists it as PK+FK, /neo/object/T023T lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"T023T.SPRAS","T023T","SPRAS","PP-PI#7:key=PK|dt=LANG|len=1","key=PK|dt=LANG|len=1|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"T023T.WGBEZ","T023T","WGBEZ","PP-PI#7:key=-|dt=CHAR|len=20","key=-|dt=CHAR|len=20|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"T134.MTART","T134","MTART","PP-PI#7:key=PK|dt=CHAR|len=4","key=PK|dt=CHAR|len=4|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"T134.MBRSH","T134","MBRSH","PP-PI#7:key=-|dt=CHAR|len=1","key=-|dt=CHAR|len=1|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"T134.KKREF","T134","KKREF","PP-PI#7:key=-|dt=CHAR|len=4","key=-|dt=CHAR|len=4|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"T134T.MTART","T134T","MTART","PP-PI#7:key=PK/FK|dt=CHAR|len=4","key=PK/FK|dt=CHAR|len=4|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=3 neo=3; key=""PK/FK"": OLD /object/T134T lists it as PK, /neo/tables/T134T lists it as PK+FK, /neo/object/T134T lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"T134T.SPRAS","T134T","SPRAS","PP-PI#7:key=PK|dt=LANG|len=1","key=PK|dt=LANG|len=1|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"T134T.MTBEZ","T134T","MTBEZ","PP-PI#7:key=-|dt=CHAR|len=25","key=-|dt=CHAR|len=25|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"T352.RBNR","T352","RBNR","PM#5:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=3 neo=3"
"T352.HERKZ","T352","HERKZ","PM#5:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=3 neo=3"
"T352.RBNRX","T352","RBNRX","PM#5:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=3 neo=3"
"T352B.RBNR","T352B","RBNR","PM#5:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"T352B.KATALOGART","T352B","KATALOGART","PM#5:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"T352B.CODEGRUPPE","T352B","CODEGRUPPE","PM#5:key=FK|dt=|len=","key=FK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"T352B.AUSWMENGEN","T352B","AUSWMENGEN","PM#5:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"T370T.SPRAS","T370T","SPRAS","PM#1:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=3 neo=3"
"T370T.FLTYP","T370T","FLTYP","PM#1:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=3 neo=3"
"T370T.FLTYPT","T370T","FLTYPT","PM#1:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=3 neo=3"
"T399X.WERKS","T399X","WERKS","PP-PI#7:key=PK|dt=CHAR|len=4","key=PK|dt=CHAR|len=4|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"T399X.AUART","T399X","AUART","PP-PI#7:key=PK|dt=CHAR|len=4","key=PK|dt=CHAR|len=4|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"T399X.APROFIL","T399X","APROFIL","PP-PI#7:key=-|dt=CHAR|len=4","key=-|dt=CHAR|len=4|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"T399X.TERHO","T399X","TERHO","PP-PI#7:key=-|dt=NUMC|len=3","key=-|dt=NUMC|len=3|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"T438M.DISMM","T438M","DISMM","PP-PI#7:key=PK|dt=CHAR|len=2","key=PK|dt=CHAR|len=2|mods=PP-PI","EXACT","—","table_fields old_union=2 neo=2"
"T438M.DISVF","T438M","DISVF","PP-PI#7:key=-|dt=CHAR|len=1","key=-|dt=CHAR|len=1|mods=PP-PI","EXACT","—","table_fields old_union=2 neo=2"
"TC22.STEUS","TC22","STEUS","PP-PI#7:key=PK|dt=CHAR|len=4","key=PK|dt=CHAR|len=4|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"TC22.RUECK","TC22","RUECK","PP-PI#7:key=-|dt=CHAR|len=1","key=-|dt=CHAR|len=1|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"TC22.BANFK","TC22","BANFK","PP-PI#7:key=-|dt=CHAR|len=1","key=-|dt=CHAR|len=1|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"TC22.PROZESS","TC22","PROZESS","PP-PI#7:key=-|dt=CHAR|len=1","key=-|dt=CHAR|len=1|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"TC60.STEUS","TC60","STEUS","PP-PI#3:key=PK|dt=CHAR|len=4","key=PK|dt=CHAR|len=4|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"TC60.PVZNR","TC60","PVZNR","PP-PI#3:key=PK|dt=NUMC|len=4","key=PK|dt=NUMC|len=4|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"TC60.ATNAM","TC60","ATNAM","PP-PI#3:key=FK|dt=CHAR|len=30","key=FK|dt=CHAR|len=30|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"TCA01.PROFIDNETZ","TCA01","PROFIDNETZ","PP-PI#3:key=PK|dt=CHAR|len=7","key=PK|dt=CHAR|len=7|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"TCA01.PLNTY","TCA01","PLNTY","PP-PI#3:key=FK|dt=CHAR|len=1","key=FK|dt=CHAR|len=1|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"TCA01.STEUS","TCA01","STEUS","PP-PI#3:key=FK|dt=CHAR|len=4","key=FK|dt=CHAR|len=4|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"TCK03.KLVAR","TCK03","KLVAR","PP-PI#7:key=PK|dt=CHAR|len=4","key=PK|dt=CHAR|len=4|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"TCK03.BWVAR","TCK03","BWVAR","PP-PI#7:key=-|dt=CHAR|len=3","key=-|dt=CHAR|len=3|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"TCK03.KALAW","TCK03","KALAW","PP-PI#7:key=-|dt=CHAR|len=2","key=-|dt=CHAR|len=2|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"TCO01.WERKS","TCO01","WERKS","PP-PI#7:key=PK|dt=CHAR|len=4","key=PK|dt=CHAR|len=4|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"TCO01.AUART","TCO01","AUART","PP-PI#7:key=PK/FK|dt=CHAR|len=4","key=PK/FK|dt=CHAR|len=4|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=4 neo=4; key=""PK/FK"": OLD /object/TCO01 lists it as PK, /neo/tables/TCO01 lists it as PK+FK, /neo/object/TCO01 lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"TCO01.KLVARP","TCO01","KLVARP","PP-PI#7:key=FK|dt=CHAR|len=4","key=FK|dt=CHAR|len=4|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"TCO01.APROF","TCO01","APROF","PP-PI#7:key=-|dt=CHAR|len=4","key=-|dt=CHAR|len=4|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"TJ02T.ISTAT","TJ02T","ISTAT","PM#8:key=PK|dt=|len= ;; PP-PI#7:key=PK|dt=CHAR|len=5","key=PK|dt=CHAR|len=5|mods=PM+PP-PI","EXACT","—","table_fields old_union=4 neo=4; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"TJ02T.SPRAS","TJ02T","SPRAS","PM#8:key=PK|dt=|len= ;; PP-PI#7:key=PK|dt=LANG|len=1","key=PK|dt=LANG|len=1|mods=PM+PP-PI","EXACT","—","table_fields old_union=4 neo=4; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"TJ02T.TXT04","TJ02T","TXT04","PM#8:key=-|dt=|len= ;; PP-PI#7:key=-|dt=CHAR|len=4","key=-|dt=CHAR|len=4|mods=PM+PP-PI","EXACT","—","table_fields old_union=4 neo=4; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"TJ02T.TXT30","TJ02T","TXT30","PM#8:key=-|dt=|len= ;; PP-PI#7:key=-|dt=CHAR|len=30","key=-|dt=CHAR|len=30|mods=PM+PP-PI","EXACT","—","table_fields old_union=4 neo=4; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"TJ30.STSMA","TJ30","STSMA","PM#8:key=PK/FK|dt=|len= ;; PP-PI#7:key=PK|dt=CHAR|len=8","key=PK/FK|dt=CHAR|len=8|mods=PM+PP-PI","TRANSFORMED","MERGED_ATTR_OVERWRITE+PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); key stated PK/FK/PK -> NEO kept ""PK/FK""; key=""PK/FK"": OLD /object/TJ30 lists it as PK, /neo/tables/TJ30 lists it as PK+FK, /neo/object/TJ30 lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"TJ30.ESTAT","TJ30","ESTAT","PM#8:key=PK|dt=|len= ;; PP-PI#7:key=PK|dt=CHAR|len=5","key=PK|dt=CHAR|len=5|mods=PM+PP-PI","EXACT","—","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"TJ30.TXT04","TJ30","TXT04","PM#8:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=6 neo=6"
"TJ30.ANWND","TJ30","ANWND","PM#8:key=-|dt=|len= ;; PP-PI#7:key=-|dt=CHAR|len=8","key=-|dt=CHAR|len=8|mods=PM+PP-PI","EXACT","—","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"TJ30.VORNR","TJ30","VORNR","PM#8:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=6 neo=6"
"TJ30.VRGNG","TJ30","VRGNG","PP-PI#7:key=-|dt=CHAR|len=8","key=-|dt=CHAR|len=8|mods=PP-PI","EXACT","—","table_fields old_union=6 neo=6"
"TJ30T.STSMA","TJ30T","STSMA","PM#8:key=PK|dt=|len= ;; PP-PI#7:key=PK/FK|dt=CHAR|len=8","key=PK|dt=CHAR|len=8|mods=PM+PP-PI","TRANSFORMED","MERGED_ATTR_OVERWRITE","table_fields old_union=5 neo=5; documented by 2 dictionary rows, merged by mergedFields(); key stated PK/PK/FK -> NEO kept ""PK"""
"TJ30T.ESTAT","TJ30T","ESTAT","PM#8:key=PK|dt=|len= ;; PP-PI#7:key=PK/FK|dt=CHAR|len=5","key=PK|dt=CHAR|len=5|mods=PM+PP-PI","TRANSFORMED","MERGED_ATTR_OVERWRITE","table_fields old_union=5 neo=5; documented by 2 dictionary rows, merged by mergedFields(); key stated PK/PK/FK -> NEO kept ""PK"""
"TJ30T.SPRAS","TJ30T","SPRAS","PM#8:key=PK|dt=|len= ;; PP-PI#7:key=PK|dt=LANG|len=1","key=PK|dt=LANG|len=1|mods=PM+PP-PI","EXACT","—","table_fields old_union=5 neo=5; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"TJ30T.TXT04","TJ30T","TXT04","PM#8:key=-|dt=|len= ;; PP-PI#7:key=-|dt=CHAR|len=4","key=-|dt=CHAR|len=4|mods=PM+PP-PI","EXACT","—","table_fields old_union=5 neo=5; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"TJ30T.TXT30","TJ30T","TXT30","PM#8:key=-|dt=|len= ;; PP-PI#7:key=-|dt=CHAR|len=30","key=-|dt=CHAR|len=30|mods=PM+PP-PI","EXACT","—","table_fields old_union=5 neo=5; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"TPST.TPLNR","TPST","TPLNR","PM#3:key=PK/FK|dt=|len=","key=PK/FK|dt=|len=|mods=PM","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=4 neo=4; key=""PK/FK"": OLD /object/TPST lists it as PK, /neo/tables/TPST lists it as PK+FK, /neo/object/TPST lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"TPST.STLNR","TPST","STLNR","PM#3:key=FK|dt=|len=","key=FK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"TPST.STLAL","TPST","STLAL","PM#3:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"TPST.STLAN","TPST","STLAN","PM#3:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"TQ80.QMART","TQ80","QMART","PM#6:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"TQ80.QMTYP","TQ80","QMTYP","PM#6:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"TQ80.RBNR","TQ80","RBNR","PM#6:key=FK|dt=|len=","key=FK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"TQ80.AUART","TQ80","AUART","PM#6:key=FK|dt=|len=","key=FK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
